,station,date,prcp,tobs
12288,USC00519281,4/12/2010,0,65
15055,USC00511918,4/12/2010,0.01,66
17037,USC00516128,4/12/2010,0.02,68
89,USC00519397,4/13/2010,0,71
2824,USC00513117,4/13/2010,0.06,71
5472,USC00514830,4/13/2010,0.02,68
9620,USC00519523,4/13/2010,0.13,71
12289,USC00519281,4/13/2010,0.02,68
15056,USC00511918,4/13/2010,0,68
17038,USC00516128,4/13/2010,0.93,71
2825,USC00513117,4/14/2010,0.07,69
5473,USC00514830,4/14/2010,0,67
9076,USC00518838,4/14/2010,0.03,67
9621,USC00519523,4/14/2010,0.02,69
12290,USC00519281,4/14/2010,0.14,65
15057,USC00511918,4/14/2010,0,72
17039,USC00516128,4/14/2010,0,68
90,USC00519397,4/15/2010,0,71
2826,USC00513117,4/15/2010,0,69
5474,USC00514830,4/15/2010,0,68
9622,USC00519523,4/15/2010,0,70
12291,USC00519281,4/15/2010,0,66
15058,USC00511918,4/15/2010,0,61
17040,USC00516128,4/15/2010,0,67
91,USC00519397,4/16/2010,0.01,68
2827,USC00513117,4/16/2010,0.03,67
5475,USC00514830,4/16/2010,0.02,68
9623,USC00519523,4/16/2010,0.02,64
12292,USC00519281,4/16/2010,0,64
15059,USC00511918,4/16/2010,0,65
17041,USC00516128,4/16/2010,0.06,65
92,USC00519397,4/17/2010,0,70
2828,USC00513117,4/17/2010,0.02,69
5476,USC00514830,4/17/2010,0,70
9078,USC00518838,4/17/2010,0.01,65
9624,USC00519523,4/17/2010,0.02,69
12293,USC00519281,4/17/2010,0.03,69
15060,USC00511918,4/17/2010,0,70
17042,USC00516128,4/17/2010,0.03,70
93,USC00519397,4/18/2010,0,71
2829,USC00513117,4/18/2010,0,70
5477,USC00514830,4/18/2010,0,68
9079,USC00518838,4/18/2010,0.2,70
9625,USC00519523,4/18/2010,0,70
12294,USC00519281,4/18/2010,0,69
15061,USC00511918,4/18/2010,0,71
17043,USC00516128,4/18/2010,0.03,71
94,USC00519397,4/19/2010,0,74
2830,USC00513117,4/19/2010,0.01,71
5478,USC00514830,4/19/2010,0,70
9626,USC00519523,4/19/2010,0,72
12295,USC00519281,4/19/2010,0,70
15062,USC00511918,4/19/2010,0,70
17044,USC00516128,4/19/2010,0.01,71
95,USC00519397,4/20/2010,0.04,71
2831,USC00513117,4/20/2010,0.06,70
5479,USC00514830,4/20/2010,0.18,70
9627,USC00519523,4/20/2010,0.12,72
12296,USC00519281,4/20/2010,0.02,69
15063,USC00511918,4/20/2010,0,71
17045,USC00516128,4/20/2010,0.68,71
96,USC00519397,4/21/2010,0.01,75
2832,USC00513117,4/21/2010,0,72
5480,USC00514830,4/21/2010,0.06,71
9628,USC00519523,4/21/2010,0.1,72
12297,USC00519281,4/21/2010,0.13,69
15064,USC00511918,4/21/2010,0,71
17046,USC00516128,4/21/2010,0.17,71
97,USC00519397,4/22/2010,0,76
2833,USC00513117,4/22/2010,0,72
5481,USC00514830,4/22/2010,0.07,69
9081,USC00518838,4/22/2010,0.54,72
9629,USC00519523,4/22/2010,0.04,73
12298,USC00519281,4/22/2010,0.02,69
15065,USC00511918,4/22/2010,0,75
98,USC00519397,4/23/2010,0.02,75
2834,USC00513117,4/23/2010,0.13,71
5482,USC00514830,4/23/2010,0.05,72
9082,USC00518838,4/23/2010,0.1,67
9630,USC00519523,4/23/2010,0.14,72
12299,USC00519281,4/23/2010,0.18,70
15066,USC00511918,4/23/2010,0.01,66
99,USC00519397,4/24/2010,0,75
2835,USC00513117,4/24/2010,0.15,73
5483,USC00514830,4/24/2010,0.01,73
9083,USC00518838,4/24/2010,0.01,69
9631,USC00519523,4/24/2010,0.02,74
12300,USC00519281,4/24/2010,0,77
15067,USC00511918,4/24/2010,0,77
17048,USC00516128,4/24/2010,0.17,75
100,USC00519397,4/25/2010,0,76
2836,USC00513117,4/25/2010,0,74
5484,USC00514830,4/25/2010,0,73
9084,USC00518838,4/25/2010,0.01,74
9632,USC00519523,4/25/2010,0,76
12301,USC00519281,4/25/2010,0,77
15068,USC00511918,4/25/2010,0,77
17049,USC00516128,4/25/2010,0.08,78
101,USC00519397,4/26/2010,0,76
2837,USC00513117,4/26/2010,0,72
5485,USC00514830,4/26/2010,0,74
9085,USC00518838,4/26/2010,0,73
9633,USC00519523,4/26/2010,0,73
12302,USC00519281,4/26/2010,0,71
15069,USC00511918,4/26/2010,0,67
17050,USC00516128,4/26/2010,0,72
2838,USC00513117,4/27/2010,0.01,72
5486,USC00514830,4/27/2010,0.02,73
9634,USC00519523,4/27/2010,0,74
12303,USC00519281,4/27/2010,0,71
15070,USC00511918,4/27/2010,0,69
17051,USC00516128,4/27/2010,0,75
102,USC00519397,4/28/2010,0,76
2839,USC00513117,4/28/2010,0.07,71
5487,USC00514830,4/28/2010,0.09,71
9635,USC00519523,4/28/2010,0.03,74
12304,USC00519281,4/28/2010,0.04,70
15071,USC00511918,4/28/2010,0,72
17052,USC00516128,4/28/2010,0.49,76
2840,USC00513117,4/29/2010,0.01,74
5488,USC00514830,4/29/2010,0.01,72
9636,USC00519523,4/29/2010,0.03,73
12305,USC00519281,4/29/2010,0.07,70
15072,USC00511918,4/29/2010,0.08,73
17053,USC00516128,4/29/2010,1.29,69
103,USC00519397,4/30/2010,0,77
2841,USC00513117,4/30/2010,0.02,74
5489,USC00514830,4/30/2010,0.02,72
9637,USC00519523,4/30/2010,0,74
12306,USC00519281,4/30/2010,0.17,72
15073,USC00511918,4/30/2010,0.04,69
17054,USC00516128,4/30/2010,0.92,72
104,USC00519397,5/1/2010,0,77
2842,USC00513117,5/1/2010,0.02,72
5490,USC00514830,5/1/2010,0.24,72
9088,USC00518838,5/1/2010,0.29,69
9638,USC00519523,5/1/2010,0,76
12307,USC00519281,5/1/2010,0.39,73
15074,USC00511918,5/1/2010,0,75
17055,USC00516128,5/1/2010,0.31,73
105,USC00519397,5/2/2010,0.03,73
2843,USC00513117,5/2/2010,0.03,72
5491,USC00514830,5/2/2010,0.02,71
9089,USC00518838,5/2/2010,0,71
9639,USC00519523,5/2/2010,0.12,71
12308,USC00519281,5/2/2010,0.11,71
15075,USC00511918,5/2/2010,0.15,71
17056,USC00516128,5/2/2010,0.37,74
106,USC00519397,5/3/2010,0.2,74
2844,USC00513117,5/3/2010,0.89,72
5492,USC00514830,5/3/2010,0.75,70
9090,USC00518838,5/3/2010,0.87,67
9640,USC00519523,5/3/2010,0.46,72
12309,USC00519281,5/3/2010,1.06,70
15076,USC00511918,5/3/2010,0.98,71
17057,USC00516128,5/3/2010,0.14,75
107,USC00519397,5/4/2010,0.08,76
2845,USC00513117,5/4/2010,0.07,73
5493,USC00514830,5/4/2010,0,74
7636,USC00517948,5/4/2010,0,76
9091,USC00518838,5/4/2010,0.04,69
9641,USC00519523,5/4/2010,0.07,77
12310,USC00519281,5/4/2010,0.11,72
15077,USC00511918,5/4/2010,0.01,65
17058,USC00516128,5/4/2010,0.21,77
108,USC00519397,5/5/2010,0.01,76
2846,USC00513117,5/5/2010,0,74
5494,USC00514830,5/5/2010,0,72
7637,USC00517948,5/5/2010,0.02,75
9092,USC00518838,5/5/2010,0.03,71
9642,USC00519523,5/5/2010,0,75
12311,USC00519281,5/5/2010,0,73
15078,USC00511918,5/5/2010,0,78
17059,USC00516128,5/5/2010,0.01,72
109,USC00519397,5/6/2010,0,80
2847,USC00513117,5/6/2010,0,73
5495,USC00514830,5/6/2010,0,73
7638,USC00517948,5/6/2010,0,74
9643,USC00519523,5/6/2010,0,74
12312,USC00519281,5/6/2010,0.01,72
15079,USC00511918,5/6/2010,0.01,74
17060,USC00516128,5/6/2010,0.08,71
110,USC00519397,5/7/2010,0.05,74
2848,USC00513117,5/7/2010,0.08,72
7639,USC00517948,5/7/2010,0.08,75
9644,USC00519523,5/7/2010,0.01,71
12313,USC00519281,5/7/2010,0.16,68
15080,USC00511918,5/7/2010,0.01,71
17061,USC00516128,5/7/2010,0.24,69
111,USC00519397,5/8/2010,0,77
2849,USC00513117,5/8/2010,0.01,76
9645,USC00519523,5/8/2010,0.05,76
12314,USC00519281,5/8/2010,0.01,76
15081,USC00511918,5/8/2010,0.02,79
17062,USC00516128,5/8/2010,0.06,75
112,USC00519397,5/9/2010,0,77
2850,USC00513117,5/9/2010,0,73
5497,USC00514830,5/9/2010,0,73
9094,USC00518838,5/9/2010,0.25,72
9646,USC00519523,5/9/2010,0,76
12315,USC00519281,5/9/2010,0,77
15082,USC00511918,5/9/2010,0,78
17063,USC00516128,5/9/2010,0,74
113,USC00519397,5/10/2010,0,76
2851,USC00513117,5/10/2010,0,74
5498,USC00514830,5/10/2010,0.04,72
7640,USC00517948,5/10/2010,0,76
9095,USC00518838,5/10/2010,0.06,72
9647,USC00519523,5/10/2010,0,78
12316,USC00519281,5/10/2010,0,73
15083,USC00511918,5/10/2010,0,70
17064,USC00516128,5/10/2010,0.55,71
114,USC00519397,5/11/2010,0,77
2852,USC00513117,5/11/2010,0,74
5499,USC00514830,5/11/2010,0.01,74
7641,USC00517948,5/11/2010,0,73
9096,USC00518838,5/11/2010,0.07,73
9648,USC00519523,5/11/2010,0,78
12317,USC00519281,5/11/2010,0.06,69
15084,USC00511918,5/11/2010,0,70
2853,USC00513117,5/12/2010,0.01,73
5500,USC00514830,5/12/2010,0.03,72
7642,USC00517948,5/12/2010,0,75
9097,USC00518838,5/12/2010,0.06,79
9649,USC00519523,5/12/2010,0.08,78
12318,USC00519281,5/12/2010,0.02,71
15085,USC00511918,5/12/2010,0,77
115,USC00519397,5/13/2010,0,78
2854,USC00513117,5/13/2010,0.01,75
5501,USC00514830,5/13/2010,0.02,71
9098,USC00518838,5/13/2010,0.04,78
12319,USC00519281,5/13/2010,0.06,73
15086,USC00511918,5/13/2010,0,73
17066,USC00516128,5/13/2010,0.32,70
116,USC00519397,5/14/2010,0,78
2855,USC00513117,5/14/2010,0,74
5502,USC00514830,5/14/2010,0,75
7644,USC00517948,5/14/2010,0,77
9099,USC00518838,5/14/2010,0.02,75
9650,USC00519523,5/14/2010,0,75
12320,USC00519281,5/14/2010,0,73
15087,USC00511918,5/14/2010,0,71
17067,USC00516128,5/14/2010,0,73
117,USC00519397,5/15/2010,0,75
2856,USC00513117,5/15/2010,0.06,69
5503,USC00514830,5/15/2010,0.1,75
9651,USC00519523,5/15/2010,0.05,71
12321,USC00519281,5/15/2010,0.14,77
15088,USC00511918,5/15/2010,0,68
17068,USC00516128,5/15/2010,0.25,73
118,USC00519397,5/16/2010,0.03,73
2857,USC00513117,5/16/2010,0.1,74
9100,USC00518838,5/16/2010,0,77
9652,USC00519523,5/16/2010,0.06,73
12322,USC00519281,5/16/2010,0.13,73
15089,USC00511918,5/16/2010,0.02,71
17069,USC00516128,5/16/2010,0.61,73
119,USC00519397,5/17/2010,0,77
2858,USC00513117,5/17/2010,0,73
5504,USC00514830,5/17/2010,0,73
9101,USC00518838,5/17/2010,0.03,79
9653,USC00519523,5/17/2010,0.03,74
12323,USC00519281,5/17/2010,0.01,73
15090,USC00511918,5/17/2010,0,71
17070,USC00516128,5/17/2010,0.1,71
120,USC00519397,5/18/2010,0,76
2859,USC00513117,5/18/2010,0,74
5505,USC00514830,5/18/2010,0,73
7646,USC00517948,5/18/2010,0,78
9654,USC00519523,5/18/2010,0,75
12324,USC00519281,5/18/2010,0,72
15091,USC00511918,5/18/2010,0,79
17071,USC00516128,5/18/2010,0,71
121,USC00519397,5/19/2010,0,77
2860,USC00513117,5/19/2010,0,73
5506,USC00514830,5/19/2010,0,73
7647,USC00517948,5/19/2010,0,77
9655,USC00519523,5/19/2010,0,78
12325,USC00519281,5/19/2010,0,72
15092,USC00511918,5/19/2010,0,71
17072,USC00516128,5/19/2010,0,71
2861,USC00513117,5/20/2010,0.08,72
7648,USC00517948,5/20/2010,0.02,77
9103,USC00518838,5/20/2010,0.56,71
9656,USC00519523,5/20/2010,0.01,75
12326,USC00519281,5/20/2010,0.28,71
15093,USC00511918,5/20/2010,0.03,71
17073,USC00516128,5/20/2010,0.67,71
2862,USC00513117,5/21/2010,0.05,73
7649,USC00517948,5/21/2010,0.03,76
9104,USC00518838,5/21/2010,0.45,70
9657,USC00519523,5/21/2010,0,74
12327,USC00519281,5/21/2010,0.02,73
15094,USC00511918,5/21/2010,0.01,74
17074,USC00516128,5/21/2010,0.38,71
123,USC00519397,5/22/2010,0,78
2863,USC00513117,5/22/2010,0.05,75
5508,USC00514830,5/22/2010,0.01,76
9105,USC00518838,5/22/2010,0.04,74
9658,USC00519523,5/22/2010,0,75
12328,USC00519281,5/22/2010,0.18,72
15095,USC00511918,5/22/2010,0,80
17075,USC00516128,5/22/2010,0.01,77
124,USC00519397,5/23/2010,0.05,75
2864,USC00513117,5/23/2010,0.04,74
5509,USC00514830,5/23/2010,0.11,71
9106,USC00518838,5/23/2010,0.6,70
9659,USC00519523,5/23/2010,0.05,75
12329,USC00519281,5/23/2010,0.28,72
15096,USC00511918,5/23/2010,0,74
125,USC00519397,5/24/2010,0,77
2865,USC00513117,5/24/2010,0.07,74
5510,USC00514830,5/24/2010,0.12,73
9107,USC00518838,5/24/2010,0.15,71
9660,USC00519523,5/24/2010,0.06,75
12330,USC00519281,5/24/2010,0.22,72
15097,USC00511918,5/24/2010,0,74
126,USC00519397,5/25/2010,0,77
2866,USC00513117,5/25/2010,0.09,74
5511,USC00514830,5/25/2010,0.13,72
7650,USC00517948,5/25/2010,0,76
9108,USC00518838,5/25/2010,0.04,73
9661,USC00519523,5/25/2010,0,76
12331,USC00519281,5/25/2010,0.33,72
15098,USC00511918,5/25/2010,0,73
17077,USC00516128,5/25/2010,0.83,71
127,USC00519397,5/26/2010,0.02,77
2867,USC00513117,5/26/2010,0.08,74
5512,USC00514830,5/26/2010,0.11,72
7651,USC00517948,5/26/2010,0,77
9109,USC00518838,5/26/2010,0.02,73
9662,USC00519523,5/26/2010,0.08,78
12332,USC00519281,5/26/2010,0.09,73
15099,USC00511918,5/26/2010,0.01,73
17078,USC00516128,5/26/2010,0.27,71
128,USC00519397,5/27/2010,0,76
2868,USC00513117,5/27/2010,0,74
5513,USC00514830,5/27/2010,0,75
7652,USC00517948,5/27/2010,0,76
9663,USC00519523,5/27/2010,0,80
12333,USC00519281,5/27/2010,0,69
15100,USC00511918,5/27/2010,0,67
17079,USC00516128,5/27/2010,0.05,72
129,USC00519397,5/28/2010,0,75
2869,USC00513117,5/28/2010,0,71
5514,USC00514830,5/28/2010,0,74
7653,USC00517948,5/28/2010,0,77
12334,USC00519281,5/28/2010,0,69
15101,USC00511918,5/28/2010,0,67
17080,USC00516128,5/28/2010,0,74
130,USC00519397,5/29/2010,0,77
2870,USC00513117,5/29/2010,0.01,74
5515,USC00514830,5/29/2010,0,74
9664,USC00519523,5/29/2010,0,78
12335,USC00519281,5/29/2010,0.8,75
131,USC00519397,5/30/2010,0,77
2871,USC00513117,5/30/2010,0,75
5516,USC00514830,5/30/2010,0.04,73
9665,USC00519523,5/30/2010,0,76
12336,USC00519281,5/30/2010,0.01,74
132,USC00519397,5/31/2010,0,77
2872,USC00513117,5/31/2010,0.02,75
5517,USC00514830,5/31/2010,0,75
9666,USC00519523,5/31/2010,0,81
12337,USC00519281,5/31/2010,0.04,75
15103,USC00511918,5/31/2010,0,79
133,USC00519397,6/1/2010,0,78
2873,USC00513117,6/1/2010,0.03,74
5518,USC00514830,6/1/2010,0.01,73
7654,USC00517948,6/1/2010,0,77
9667,USC00519523,6/1/2010,0.03,76
12338,USC00519281,6/1/2010,0,71
15104,USC00511918,6/1/2010,0,74
17082,USC00516128,6/1/2010,0.08,70
134,USC00519397,6/2/2010,0.01,76
2874,USC00513117,6/2/2010,0,76
5519,USC00514830,6/2/2010,0,72
7655,USC00517948,6/2/2010,0,76
9111,USC00518838,6/2/2010,0.03,70
9668,USC00519523,6/2/2010,0,76
12339,USC00519281,6/2/2010,0.03,71
15105,USC00511918,6/2/2010,0,76
17083,USC00516128,6/2/2010,0,78
135,USC00519397,6/3/2010,0,78
2875,USC00513117,6/3/2010,0,75
5520,USC00514830,6/3/2010,0,74
7656,USC00517948,6/3/2010,0.14,77
9112,USC00518838,6/3/2010,0,67
9669,USC00519523,6/3/2010,0,76
12340,USC00519281,6/3/2010,0,72
15106,USC00511918,6/3/2010,0,78
17084,USC00516128,6/3/2010,0.1,73
136,USC00519397,6/4/2010,0,76
2876,USC00513117,6/4/2010,0,75
5521,USC00514830,6/4/2010,0,73
7657,USC00517948,6/4/2010,0,75
9113,USC00518838,6/4/2010,0,70
9670,USC00519523,6/4/2010,0,73
12341,USC00519281,6/4/2010,0,72
15107,USC00511918,6/4/2010,0,74
17085,USC00516128,6/4/2010,0.01,68
137,USC00519397,6/5/2010,0,77
2877,USC00513117,6/5/2010,0,74
5522,USC00514830,6/5/2010,0,72
9114,USC00518838,6/5/2010,0,73
9671,USC00519523,6/5/2010,0,78
12342,USC00519281,6/5/2010,0,76
15108,USC00511918,6/5/2010,0,79
17086,USC00516128,6/5/2010,0.09,79
138,USC00519397,6/6/2010,0,78
2878,USC00513117,6/6/2010,0,75
5523,USC00514830,6/6/2010,0,75
9115,USC00518838,6/6/2010,0,73
9672,USC00519523,6/6/2010,0,77
12343,USC00519281,6/6/2010,0,77
15109,USC00511918,6/6/2010,0,79
17087,USC00516128,6/6/2010,0.13,74
139,USC00519397,6/7/2010,0,77
2879,USC00513117,6/7/2010,0.02,75
5524,USC00514830,6/7/2010,0.09,74
7658,USC00517948,6/7/2010,0,76
9673,USC00519523,6/7/2010,0,77
12344,USC00519281,6/7/2010,0.12,71
15110,USC00511918,6/7/2010,0.05,69
17088,USC00516128,6/7/2010,0.44,75
140,USC00519397,6/8/2010,0,78
2880,USC00513117,6/8/2010,0,75
5525,USC00514830,6/8/2010,0,75
7659,USC00517948,6/8/2010,0,79
9674,USC00519523,6/8/2010,0.01,77
12345,USC00519281,6/8/2010,0,73
15111,USC00511918,6/8/2010,0,77
17089,USC00516128,6/8/2010,0.27,71
141,USC00519397,6/9/2010,0,78
2881,USC00513117,6/9/2010,0,75
5526,USC00514830,6/9/2010,0,73
7660,USC00517948,6/9/2010,0,79
9675,USC00519523,6/9/2010,0,78
12346,USC00519281,6/9/2010,0,73
15112,USC00511918,6/9/2010,0,80
17090,USC00516128,6/9/2010,0,75
142,USC00519397,6/10/2010,0,79
2882,USC00513117,6/10/2010,0.02,75
5527,USC00514830,6/10/2010,0,75
7661,USC00517948,6/10/2010,0,77
9117,USC00518838,6/10/2010,0,72
9676,USC00519523,6/10/2010,0,78
12347,USC00519281,6/10/2010,0,75
15113,USC00511918,6/10/2010,0,75
143,USC00519397,6/11/2010,0,78
2883,USC00513117,6/11/2010,0,83
5528,USC00514830,6/11/2010,0,76
9118,USC00518838,6/11/2010,0,77
9677,USC00519523,6/11/2010,0,76
12348,USC00519281,6/11/2010,0,81
15114,USC00511918,6/11/2010,0,75
144,USC00519397,6/12/2010,0,78
2884,USC00513117,6/12/2010,0,75
5529,USC00514830,6/12/2010,0.03,74
9119,USC00518838,6/12/2010,0,70
9678,USC00519523,6/12/2010,0,76
12349,USC00519281,6/12/2010,0,74
15115,USC00511918,6/12/2010,0,78
145,USC00519397,6/13/2010,0,78
2885,USC00513117,6/13/2010,0.01,76
5530,USC00514830,6/13/2010,0,74
9120,USC00518838,6/13/2010,0.01,78
9679,USC00519523,6/13/2010,0,79
12350,USC00519281,6/13/2010,0.04,77
146,USC00519397,6/14/2010,0,77
2886,USC00513117,6/14/2010,0.06,73
5531,USC00514830,6/14/2010,0.06,73
9680,USC00519523,6/14/2010,0,74
12351,USC00519281,6/14/2010,0.06,70
15116,USC00511918,6/14/2010,0,71
147,USC00519397,6/15/2010,0,78
2887,USC00513117,6/15/2010,0,74
5532,USC00514830,6/15/2010,0.03,73
7662,USC00517948,6/15/2010,0,76
9681,USC00519523,6/15/2010,0,75
12352,USC00519281,6/15/2010,0.11,69
15117,USC00511918,6/15/2010,0,76
148,USC00519397,6/16/2010,0,78
2888,USC00513117,6/16/2010,0.01,74
5533,USC00514830,6/16/2010,0,76
7663,USC00517948,6/16/2010,0,77
9682,USC00519523,6/16/2010,0,76
12353,USC00519281,6/16/2010,0,70
15118,USC00511918,6/16/2010,0,74
149,USC00519397,6/17/2010,0,77
2889,USC00513117,6/17/2010,0.02,75
5534,USC00514830,6/17/2010,0,75
7664,USC00517948,6/17/2010,0,76
9122,USC00518838,6/17/2010,0,75
9683,USC00519523,6/17/2010,0,75
12354,USC00519281,6/17/2010,0.02,72
15119,USC00511918,6/17/2010,0,78
17093,USC00516128,6/17/2010,0.05,73
150,USC00519397,6/18/2010,0,77
2890,USC00513117,6/18/2010,0.06,70
5535,USC00514830,6/18/2010,0.03,70
7665,USC00517948,6/18/2010,0.05,73
9123,USC00518838,6/18/2010,0.3,70
9684,USC00519523,6/18/2010,0.14,73
12355,USC00519281,6/18/2010,0.19,71
15120,USC00511918,6/18/2010,0.04,72
151,USC00519397,6/19/2010,0,82
2891,USC00513117,6/19/2010,0.13,74
5536,USC00514830,6/19/2010,0.04,75
9124,USC00518838,6/19/2010,0.02,74
9685,USC00519523,6/19/2010,0,76
12356,USC00519281,6/19/2010,0.33,77
15121,USC00511918,6/19/2010,0.05,78
152,USC00519397,6/20/2010,0,78
2892,USC00513117,6/20/2010,0.02,75
5537,USC00514830,6/20/2010,0,73
9125,USC00518838,6/20/2010,0.03,77
9686,USC00519523,6/20/2010,0,78
12357,USC00519281,6/20/2010,0,76
15122,USC00511918,6/20/2010,0,85
153,USC00519397,6/21/2010,0,78
2893,USC00513117,6/21/2010,0.01,75
5538,USC00514830,6/21/2010,0,74
7666,USC00517948,6/21/2010,0,76
9687,USC00519523,6/21/2010,0,76
12358,USC00519281,6/21/2010,0,74
15123,USC00511918,6/21/2010,0,77
154,USC00519397,6/22/2010,0,78
2894,USC00513117,6/22/2010,0,75
5539,USC00514830,6/22/2010,0,74
7667,USC00517948,6/22/2010,0.02,77
9688,USC00519523,6/22/2010,0,79
12359,USC00519281,6/22/2010,0,74
15124,USC00511918,6/22/2010,0,76
155,USC00519397,6/23/2010,0,78
2895,USC00513117,6/23/2010,0,75
5540,USC00514830,6/23/2010,0,74
7668,USC00517948,6/23/2010,0,77
9127,USC00518838,6/23/2010,0.11,73
9689,USC00519523,6/23/2010,0,77
12360,USC00519281,6/23/2010,0.02,74
15125,USC00511918,6/23/2010,0,76
17096,USC00516128,6/23/2010,0.04,72
156,USC00519397,6/24/2010,0,78
2896,USC00513117,6/24/2010,0.01,75
5541,USC00514830,6/24/2010,0.05,74
7669,USC00517948,6/24/2010,0.02,78
9128,USC00518838,6/24/2010,0.28,73
9690,USC00519523,6/24/2010,0,76
12361,USC00519281,6/24/2010,0.07,74
15126,USC00511918,6/24/2010,0,75
17097,USC00516128,6/24/2010,0.26,72
157,USC00519397,6/25/2010,0,77
2897,USC00513117,6/25/2010,0.05,74
5542,USC00514830,6/25/2010,0.12,70
7670,USC00517948,6/25/2010,0.1,77
9129,USC00518838,6/25/2010,0.3,74
9691,USC00519523,6/25/2010,0.08,74
12362,USC00519281,6/25/2010,0.09,71
15127,USC00511918,6/25/2010,0.02,71
17098,USC00516128,6/25/2010,0.79,70
158,USC00519397,6/26/2010,0.02,76
2898,USC00513117,6/26/2010,0.24,72
9692,USC00519523,6/26/2010,0.08,75
12363,USC00519281,6/26/2010,0.41,80
15128,USC00511918,6/26/2010,0,70
17099,USC00516128,6/26/2010,0.88,69
159,USC00519397,6/27/2010,0,78
2899,USC00513117,6/27/2010,0.03,76
12364,USC00519281,6/27/2010,0.05,77
15129,USC00511918,6/27/2010,0.09,80
17100,USC00516128,6/27/2010,0.37,73
160,USC00519397,6/28/2010,0,78
2900,USC00513117,6/28/2010,0.11,73
5544,USC00514830,6/28/2010,0.18,74
7671,USC00517948,6/28/2010,0,76
9693,USC00519523,6/28/2010,0,76
12365,USC00519281,6/28/2010,0,72
15130,USC00511918,6/28/2010,0,77
17101,USC00516128,6/28/2010,0.16,71
161,USC00519397,6/29/2010,0,78
2901,USC00513117,6/29/2010,0,75
5545,USC00514830,6/29/2010,0.06,73
7672,USC00517948,6/29/2010,0,78
9131,USC00518838,6/29/2010,0.1,72
9694,USC00519523,6/29/2010,0,76
12366,USC00519281,6/29/2010,0.05,72
15131,USC00511918,6/29/2010,0.02,70
17102,USC00516128,6/29/2010,0.02,73
162,USC00519397,6/30/2010,0,78
2902,USC00513117,6/30/2010,0.03,76
5546,USC00514830,6/30/2010,0.03,74
7673,USC00517948,6/30/2010,0,78
9132,USC00518838,6/30/2010,0.04,75
9695,USC00519523,6/30/2010,0,76
12367,USC00519281,6/30/2010,0,73
15132,USC00511918,6/30/2010,0.03,73
17103,USC00516128,6/30/2010,0.71,72
163,USC00519397,7/1/2010,0.01,75
2903,USC00513117,7/1/2010,0.01,73
5547,USC00514830,7/1/2010,0.02,71
7674,USC00517948,7/1/2010,0,73
9133,USC00518838,7/1/2010,0.09,73
9696,USC00519523,7/1/2010,0.13,74
12368,USC00519281,7/1/2010,0,73
17104,USC00516128,7/1/2010,0.44,70
164,USC00519397,7/2/2010,0.05,77
2904,USC00513117,7/2/2010,0.14,72
5548,USC00514830,7/2/2010,0.32,69
7675,USC00517948,7/2/2010,0.02,74
9134,USC00518838,7/2/2010,0.2,70
9697,USC00519523,7/2/2010,0.14,74
12369,USC00519281,7/2/2010,0.23,71
17105,USC00516128,7/2/2010,0.7,69
165,USC00519397,7/3/2010,0.09,77
2905,USC00513117,7/3/2010,0.06,75
5549,USC00514830,7/3/2010,0.16,73
9135,USC00518838,7/3/2010,0.84,73
9698,USC00519523,7/3/2010,0.09,76
12370,USC00519281,7/3/2010,0.38,72
17106,USC00516128,7/3/2010,1.81,69
166,USC00519397,7/4/2010,0.05,78
2906,USC00513117,7/4/2010,0.07,75
5550,USC00514830,7/4/2010,0.08,72
9136,USC00518838,7/4/2010,0.09,76
9699,USC00519523,7/4/2010,0.05,79
12371,USC00519281,7/4/2010,0.38,73
15134,USC00511918,7/4/2010,0,78
17107,USC00516128,7/4/2010,0.44,72
167,USC00519397,7/5/2010,0.06,78
2907,USC00513117,7/5/2010,0.03,72
5551,USC00514830,7/5/2010,0,76
9137,USC00518838,7/5/2010,0.03,75
9700,USC00519523,7/5/2010,0.01,79
12372,USC00519281,7/5/2010,0.08,74
15135,USC00511918,7/5/2010,0.01,78
17108,USC00516128,7/5/2010,0.14,72
168,USC00519397,7/6/2010,0.08,76
2908,USC00513117,7/6/2010,0.05,72
5552,USC00514830,7/6/2010,0.15,73
9138,USC00518838,7/6/2010,0.41,71
9701,USC00519523,7/6/2010,0.08,73
12373,USC00519281,7/6/2010,0.14,70
15136,USC00511918,7/6/2010,0.1,71
17109,USC00516128,7/6/2010,1.01,69
169,USC00519397,7/7/2010,0.08,74
2909,USC00513117,7/7/2010,0.11,73
5553,USC00514830,7/7/2010,0.09,71
7677,USC00517948,7/7/2010,0.03,76
9139,USC00518838,7/7/2010,0.11,73
9702,USC00519523,7/7/2010,0.21,73
12374,USC00519281,7/7/2010,0.21,70
15137,USC00511918,7/7/2010,0.02,70
17110,USC00516128,7/7/2010,1.05,69
170,USC00519397,7/8/2010,0.03,76
2910,USC00513117,7/8/2010,0.04,74
5554,USC00514830,7/8/2010,0.14,70
7678,USC00517948,7/8/2010,0.05,75
9703,USC00519523,7/8/2010,0.02,76
12375,USC00519281,7/8/2010,0.06,73
15138,USC00511918,7/8/2010,0.03,74
17111,USC00516128,7/8/2010,0.9,69
171,USC00519397,7/9/2010,0.06,74
2911,USC00513117,7/9/2010,0.04,74
5555,USC00514830,7/9/2010,0.01,74
7679,USC00517948,7/9/2010,0.08,73
9704,USC00519523,7/9/2010,0.06,72
12376,USC00519281,7/9/2010,0.02,74
